,0
age_years,4.246677135678392
weight_kg,718.0820540201006
length_cm,681.5042650753769
shoulder_height_cm,137.8149042713568
tusk_length_cm,26.130752763819096
litter_size,8.10224558050645
health_score,279.11306532663315
territory_ha,3.598644221105528
