,0
age_years,2.060746742246216
weight_kg,26.797053084622956
length_cm,26.105636653324066
shoulder_height_cm,11.739459283602324
tusk_length_cm,5.111824797840698
litter_size,2.8464443750943826
health_score,16.70667726768651
territory_ha,1.8970092833472185
